,0
verb_form_participle,0.2518754986586718
clause_type_enc,0.2218928581535262
verb_tense_enc,0.14038516406012003
lemma_freq,0.0786113252619964
lemma_enc,0.04857907250067705
sentence_index_in_doc,0.04663296641531954
lemma_transitivity,0.03741215872528292
obj_distance,0.03709056385198748
sentence_length,0.03586710123058556
subj_distance,0.03158367314079857
obj_present,0.02585827281923675
dep_depth,0.01760345507036434
subj_pos_type_enc,0.014057453661604895
subj_present,0.006679985477552172
previous_sentence_voice_enc,0.005870450972276355
negation,0.0
doc_passive_rate,0.0
verb_aspect_enc,0.0
doc_genre_enc,0.0
